id,veh_type,t_depart_secs,t_arrival_secs,t_traveltime_secs,origin,destiny,route_detail,route_path_num,is_attended,has_finished
2304,car,0,252,252,1/11to2/11,11/3to12/3,1/11to2/11:2/11to3/11:3/11to4/11:4/11to5/11:5/11to6/11:6/11to7/11:7/11to8/11:8/11to9/11:9/11to10/11:10/11to10/10:10/10to10/9:10/9to10/8:10/8to10/7:10/7to10/6:10/6to10/5:10/5to10/4:10/4to10/3:10/3to11/3:11/3to12/3:,19,False,True
3126,motorcycle,0,160,160,bottom7to7/0,10/9to10/10,bottom7to7/0:7/0to8/0:8/0to9/0:9/0to10/0:10/0to10/1:10/1to10/2:10/2to10/3:10/3to10/4:10/4to10/5:10/5to10/6:10/6to10/7:10/7to10/8:10/8to10/9:10/9to10/10:,14,False,True
74,car,0,385,385,left15to0/15,15/0tobottom15,left15to0/15:0/15to1/15:1/15to2/15:2/15to3/15:3/15to4/15:4/15to5/15:5/15to6/15:6/15to7/15:7/15to8/15:8/15to9/15:9/15to10/15:10/15to10/14:10/14to10/13:10/13to10/12:10/12to10/11:10/11to10/10:10/10to10/9:10/9to10/8:10/8to10/7:10/7to10/6:10/6to10/5:10/5to10/4:10/4to10/3:10/3to10/2:10/2to10/1:10/1to10/0:10/0to11/0:11/0to12/0:12/0to13/0:13/0to14/0:14/0to15/0:15/0tobottom15:,32,False,True
65,car,0,388,388,left15to0/15,15/0tobottom15,left15to0/15:0/15to1/15:1/15to2/15:2/15to3/15:3/15to4/15:4/15to5/15:5/15to6/15:6/15to7/15:7/15to8/15:8/15to9/15:9/15to10/15:10/15to10/14:10/14to10/13:10/13to10/12:10/12to10/11:10/11to10/10:10/10to10/9:10/9to10/8:10/8to10/7:10/7to10/6:10/6to10/5:10/5to10/4:10/4to10/3:10/3to10/2:10/2to10/1:10/1to10/0:10/0to11/0:11/0to12/0:12/0to13/0:13/0to14/0:14/0to15/0:15/0tobottom15:,32,False,True
690,car,0,37,37,13/7to14/7,14/6to14/5,13/7to14/7:14/7to14/6:14/6to14/5:,3,True,True
1648,car,1,119,118,10/7to9/7,7/13to7/14,10/7to9/7:9/7to8/7:8/7to7/7:7/7to7/8:7/8to7/9:7/9to7/10:7/10to7/11:7/11to7/12:7/12to7/13:7/13to7/14:,10,True,True
1950,motorcycle,1,61,60,8/14to7/14,7/11to8/11,8/14to7/14:7/14to7/13:7/13to7/12:7/12to7/11:7/11to8/11:,5,True,True
144,car,1,443,442,left0to0/0,15/15totop15,left0to0/0:0/0to0/1:0/1to0/2:0/2to0/3:0/3to0/4:0/4to0/5:0/5to0/6:0/6to0/7:0/7to0/8:0/8to0/9:0/9to0/10:0/10to0/11:0/11to0/12:0/12to0/13:0/13to1/13:1/13to2/13:2/13to3/13:3/13to4/13:4/13to5/13:5/13to6/13:6/13to7/13:7/13to8/13:8/13to9/13:9/13to10/13:10/13to10/14:10/14to11/14:11/14to11/15:11/15to12/15:12/15to13/15:13/15to14/15:14/15to15/15:15/15totop15:,32,True,True
1513,car,2,133,131,8/6to8/5,13/2to14/2,8/6to8/5:8/5to9/5:9/5to10/5:10/5to10/4:10/4to10/3:10/3to10/2:10/2to11/2:11/2to12/2:12/2to13/2:13/2to14/2:,10,False,True
292,car,2,383,381,right15to15/15,0/0tobottom0,right15to15/15:15/15to14/15:14/15to13/15:13/15to12/15:12/15to11/15:11/15to10/15:10/15to9/15:9/15to8/15:8/15to7/15:7/15to6/15:6/15to5/15:5/15to4/15:4/15to3/15:3/15to2/15:2/15to1/15:1/15to0/15:0/15to0/14:0/14to0/13:0/13to0/12:0/12to0/11:0/11to0/10:0/10to0/9:0/9to0/8:0/8to0/7:0/7to0/6:0/6to0/5:0/5to0/4:0/4to0/3:0/3to0/2:0/2to0/1:0/1to0/0:0/0tobottom0:,32,False,True
751,car,3,151,148,4/8to4/9,10/12to9/12,4/8to4/9:4/9to4/10:4/10to4/11:4/11to5/11:5/11to6/11:6/11to7/11:7/11to8/11:8/11to9/11:9/11to10/11:10/11to10/12:10/12to9/12:,11,True,True
2653,car,3,56,53,2/1to1/1,0/0to1/0,2/1to1/1:1/1to0/1:0/1to0/0:0/0to1/0:,4,False,True
1455,motorcycle,3,115,112,6/6to6/7,9/11to9/10,6/6to6/7:6/7to6/8:6/8to6/9:6/9to6/10:6/10to6/11:6/11to7/11:7/11to8/11:8/11to9/11:9/11to9/10:,9,True,True
3206,car,4,65,61,13/3to13/2,10/2to10/1,13/3to13/2:13/2to12/2:12/2to11/2:11/2to10/2:10/2to10/1:,5,False,True
538,car,4,216,212,11/0to10/0,9/15to9/14,11/0to10/0:10/0to10/1:10/1to10/2:10/2to10/3:10/3to10/4:10/4to10/5:10/5to10/6:10/6to10/7:10/7to10/8:10/8to10/9:10/9to10/10:10/10to10/11:10/11to10/12:10/12to10/13:10/13to10/14:10/14to10/15:10/15to9/15:9/15to9/14:,18,False,True
771,car,5,172,167,0/15to0/14,6/9to7/9,0/15to0/14:0/14to0/13:0/13to0/12:0/12to0/11:0/11to0/10:0/10to0/9:0/9to1/9:1/9to2/9:2/9to3/9:3/9to4/9:4/9to5/9:5/9to6/9:6/9to7/9:,13,False,True
2240,car,5,191,186,12/12to11/12,6/4to6/3,12/12to11/12:11/12to10/12:10/12to9/12:9/12to8/12:8/12to7/12:7/12to6/12:6/12to6/11:6/11to6/10:6/10to6/9:6/9to6/8:6/8to6/7:6/7to6/6:6/6to6/5:6/5to6/4:6/4to6/3:,15,True,True
2894,car,5,216,211,9/15to8/15,6/1to6/0,9/15to8/15:8/15to7/15:7/15to6/15:6/15to6/14:6/14to6/13:6/13to6/12:6/12to6/11:6/11to6/10:6/10to6/9:6/9to6/8:6/8to6/7:6/7to6/6:6/6to6/5:6/5to6/4:6/4to6/3:6/3to6/2:6/2to6/1:6/1to6/0:,18,False,True
1928,car,6,123,117,4/9to4/10,10/9to11/9,4/9to4/10:4/10to5/10:5/10to6/10:6/10to7/10:7/10to8/10:8/10to9/10:9/10to10/10:10/10to10/9:10/9to11/9:,9,True,True
941,car,6,109,103,5/13to4/13,9/12to9/13,5/13to4/13:4/13to4/12:4/12to5/12:5/12to6/12:6/12to7/12:7/12to8/12:8/12to9/12:9/12to9/13:,8,False,True
558,car,7,179,172,10/15to11/15,11/2to11/1,10/15to11/15:11/15to11/14:11/14to11/13:11/13to11/12:11/12to11/11:11/11to11/10:11/10to11/9:11/9to11/8:11/8to11/7:11/7to11/6:11/6to11/5:11/5to11/4:11/4to11/3:11/3to11/2:11/2to11/1:,15,False,True
2794,car,7,211,204,8/3to7/3,3/15totop3,8/3to7/3:7/3to6/3:6/3to5/3:5/3to4/3:4/3to3/3:3/3to3/4:3/4to3/5:3/5to3/6:3/6to3/7:3/7to3/8:3/8to3/9:3/9to3/10:3/10to3/11:3/11to3/12:3/12to3/13:3/13to3/14:3/14to3/15:3/15totop3:,18,False,True
2934,car,7,76,69,4/2to4/3,4/7to5/7,4/2to4/3:4/3to4/4:4/4to4/5:4/5to4/6:4/6to4/7:4/7to5/7:,6,False,True
2446,car,8,240,232,14/14to14/15,11/0to12/0,14/14to14/15:14/15to13/15:13/15to12/15:12/15to12/14:12/14to12/13:12/13to12/12:12/12to12/11:12/11to12/10:12/10to12/9:12/9to12/8:12/8to12/7:12/7to12/6:12/6to12/5:12/5to12/4:12/4to12/3:12/3to12/2:12/2to12/1:12/1to12/0:12/0to11/0:11/0to12/0:,20,True,True
1710,motorcycle,8,68,60,4/7to4/8,1/8to1/7,4/7to4/8:4/8to3/8:3/8to2/8:2/8to1/8:1/8to1/7:,5,False,True
2576,car,8,159,151,14/6to13/6,5/8to6/8,14/6to13/6:13/6to12/6:12/6to11/6:11/6to10/6:10/6to9/6:9/6to8/6:8/6to7/6:7/6to6/6:6/6to5/6:5/6to5/7:5/7to5/8:5/8to6/8:,12,True,True
1913,car,9,259,250,15/0to14/0,9/14to9/13,15/0to14/0:14/0to13/0:13/0to12/0:12/0to11/0:11/0to11/1:11/1to11/2:11/2to11/3:11/3to11/4:11/4to11/5:11/5to11/6:11/6to11/7:11/7to11/8:11/8to11/9:11/9to11/10:11/10to11/11:11/11to11/12:11/12to11/13:11/13to10/13:10/13to10/14:10/14to9/14:9/14to9/13:,21,True,True
3382,car,9,143,134,7/13to8/13,10/6to9/6,7/13to8/13:8/13to8/12:8/12to8/11:8/11to8/10:8/10to8/9:8/9to8/8:8/8to9/8:9/8to10/8:10/8to10/7:10/7to10/6:10/6to9/6:,11,True,True
1092,car,9,133,124,5/12to5/13,1/9to0/9,5/12to5/13:5/13to4/13:4/13to3/13:3/13to2/13:2/13to1/13:1/13to1/12:1/12to1/11:1/11to1/10:1/10to1/9:1/9to0/9:,10,True,True
1798,car,10,74,64,14/10to14/9,11/9to10/9,14/10to14/9:14/9to13/9:13/9to12/9:12/9to11/9:11/9to10/9:,5,False,True
3159,motorcycle,11,260,249,14/10to14/9,2/3to3/3,14/10to14/9:14/9to13/9:13/9to12/9:12/9to11/9:11/9to11/8:11/8to10/8:10/8to9/8:9/8to8/8:8/8to7/8:7/8to6/8:6/8to5/8:5/8to4/8:4/8to3/8:3/8to2/8:2/8to2/7:2/7to2/6:2/6to2/5:2/5to2/4:2/4to2/3:2/3to3/3:,20,True,True
2072,car,11,233,222,8/4to8/3,12/15to12/14,8/4to8/3:8/3to8/4:8/4to8/5:8/5to8/6:8/6to8/7:8/7to8/8:8/8to8/9:8/9to8/10:8/10to8/11:8/11to8/12:8/12to8/13:8/13to9/13:9/13to10/13:10/13to10/14:10/14to11/14:11/14to11/15:11/15to12/15:12/15to12/14:,18,True,True
2578,motorcycle,11,218,207,14/6to14/7,4/12to4/13,14/6to14/7:14/7to13/7:13/7to12/7:12/7to11/7:11/7to10/7:10/7to9/7:9/7to8/7:8/7to7/7:7/7to6/7:6/7to5/7:5/7to4/7:4/7to4/8:4/8to4/9:4/9to4/10:4/10to4/11:4/11to4/12:4/12to4/13:,17,False,True
735,motorcycle,12,106,94,9/11to9/12,11/8to12/8,9/11to9/12:9/12to10/12:10/12to10/11:10/11to10/10:10/10to10/9:10/9to10/8:10/8to11/8:11/8to12/8:,8,False,True
2769,car,12,125,113,bottom7to7/0,0/1toleft1,bottom7to7/0:7/0to6/0:6/0to5/0:5/0to4/0:4/0to3/0:3/0to2/0:2/0to1/0:1/0to0/0:0/0to0/1:0/1toleft1:,10,True,True
2228,car,12,85,73,4/9to4/10,7/11to7/12,4/9to4/10:4/10to4/11:4/11to5/11:5/11to6/11:6/11to7/11:7/11to7/12:,6,False,True
2586,car,13,60,47,9/8to9/7,8/6to8/5,9/8to9/7:9/7to8/7:8/7to8/6:8/6to8/5:,4,True,True
3001,car,13,246,233,left2to0/2,6/13to7/13,left2to0/2:0/2to0/3:0/3to0/4:0/4to0/5:0/5to0/6:0/6to0/7:0/7to0/8:0/8to0/9:0/9to0/10:0/10to0/11:0/11to0/12:0/12to0/13:0/13to1/13:1/13to2/13:2/13to3/13:3/13to4/13:4/13to5/13:5/13to6/13:6/13to7/13:,19,False,True
2039,car,14,113,99,3/7to4/7,8/9to8/10,3/7to4/7:4/7to4/8:4/8to4/9:4/9to5/9:5/9to6/9:6/9to7/9:7/9to8/9:8/9to8/10:,8,False,True
1657,car,15,241,226,13/5to12/5,1/10to2/10,13/5to12/5:12/5to11/5:11/5to10/5:10/5to9/5:9/5to8/5:8/5to7/5:7/5to6/5:6/5to5/5:5/5to4/5:4/5to3/5:3/5to2/5:2/5to1/5:1/5to1/6:1/6to1/7:1/7to1/8:1/8to1/9:1/9to1/10:1/10to2/10:,18,False,True
2755,motorcycle,15,111,96,7/2to6/2,2/4to2/5,7/2to6/2:6/2to5/2:5/2to4/2:4/2to3/2:3/2to2/2:2/2to2/3:2/3to2/4:2/4to2/5:,8,False,True
1236,car,15,75,60,6/4to5/4,3/5to4/5,6/4to5/4:5/4to4/4:4/4to3/4:3/4to3/5:3/5to4/5:,5,True,True
2119,motorcycle,15,134,119,12/10to12/11,6/13to6/14,12/10to12/11:12/11to11/11:11/11to10/11:10/11to9/11:9/11to8/11:8/11to7/11:7/11to6/11:6/11to6/12:6/12to6/13:6/13to6/14:,10,False,True
855,car,15,168,153,12/11to12/10,3/9to3/8,12/11to12/10:12/10to11/10:11/10to10/10:10/10to9/10:9/10to8/10:8/10to7/10:7/10to6/10:6/10to5/10:5/10to4/10:4/10to3/10:3/10to3/9:3/9to3/8:,12,False,True
2649,car,15,179,164,5/0to4/0,1/9to1/10,5/0to4/0:4/0to3/0:3/0to2/0:2/0to1/0:1/0to1/1:1/1to1/2:1/2to1/3:1/3to1/4:1/4to1/5:1/5to1/6:1/6to1/7:1/7to1/8:1/8to1/9:1/9to1/10:,14,False,True
2424,car,16,177,161,6/8to7/8,12/15totop12,6/8to7/8:7/8to7/9:7/9to7/10:7/10to7/11:7/11to7/12:7/12to7/13:7/13to7/14:7/14to8/14:8/14to9/14:9/14to10/14:10/14to10/15:10/15to11/15:11/15to12/15:12/15totop12:,14,True,True
646,motorcycle,16,306,290,0/9to0/10,13/0tobottom13,0/9to0/10:0/10to0/9:0/9to0/8:0/8to0/7:0/7to0/6:0/6to0/5:0/5to0/4:0/4to0/3:0/3to0/2:0/2to1/2:1/2to2/2:2/2to3/2:3/2to4/2:4/2to5/2:5/2to6/2:6/2to7/2:7/2to8/2:8/2to9/2:9/2to10/2:10/2to10/1:10/1to11/1:11/1to11/0:11/0to12/0:12/0to13/0:13/0tobottom13:,25,True,True
466,car,17,89,72,3/14to3/13,4/10to5/10,3/14to3/13:3/13to3/12:3/12to3/11:3/11to3/10:3/10to4/10:4/10to5/10:,6,True,True
1025,car,17,90,73,8/0to8/1,6/3to6/4,8/0to8/1:8/1to7/1:7/1to6/1:6/1to6/2:6/2to6/3:6/3to6/4:,6,False,True
1691,car,17,76,59,4/9to4/10,5/12to6/12,4/9to4/10:4/10to4/11:4/11to4/12:4/12to5/12:5/12to6/12:,5,True,True
114,car,17,392,375,left0to0/0,15/15totop15,left0to0/0:0/0to1/0:1/0to2/0:2/0to3/0:3/0to4/0:4/0to5/0:5/0to6/0:6/0to7/0:7/0to8/0:8/0to9/0:9/0to10/0:10/0to10/1:10/1to10/2:10/2to10/3:10/3to10/4:10/4to10/5:10/5to10/6:10/6to10/7:10/7to10/8:10/8to10/9:10/9to10/10:10/10to10/11:10/11to10/12:10/12to10/13:10/13to10/14:10/14to10/15:10/15to11/15:11/15to12/15:12/15to13/15:13/15to14/15:14/15to15/15:15/15totop15:,32,False,True
2720,motorcycle,17,172,155,1/14to2/14,13/14to13/13,1/14to2/14:2/14to3/14:3/14to4/14:4/14to5/14:5/14to6/14:6/14to7/14:7/14to8/14:8/14to9/14:9/14to10/14:10/14to11/14:11/14to12/14:12/14to13/14:13/14to13/13:,13,False,True
3135,motorcycle,17,125,108,15/14to14/14,12/9to13/9,15/14to14/14:14/14to13/14:13/14to12/14:12/14to12/13:12/13to12/12:12/12to12/11:12/11to12/10:12/10to12/9:12/9to13/9:,9,False,True
1494,car,17,169,152,1/10to1/9,3/0to4/0,1/10to1/9:1/9to1/8:1/8to1/7:1/7to1/6:1/6to1/5:1/5to1/4:1/4to1/3:1/3to1/2:1/2to1/1:1/1to1/0:1/0to2/0:2/0to3/0:3/0to4/0:,13,False,True
175,car,17,397,380,left0to0/0,15/15totop15,left0to0/0:0/0to1/0:1/0to2/0:2/0to3/0:3/0to4/0:4/0to5/0:5/0to6/0:6/0to7/0:7/0to8/0:8/0to9/0:9/0to10/0:10/0to10/1:10/1to10/2:10/2to10/3:10/3to10/4:10/4to10/5:10/5to10/6:10/6to10/7:10/7to10/8:10/8to10/9:10/9to10/10:10/10to10/11:10/11to10/12:10/12to10/13:10/13to10/14:10/14to10/15:10/15to11/15:11/15to12/15:12/15to13/15:13/15to14/15:14/15to15/15:15/15totop15:,32,False,True
2420,car,17,230,213,2/7to3/7,12/12to12/11,2/7to3/7:3/7to4/7:4/7to5/7:5/7to6/7:6/7to7/7:7/7to8/7:8/7to9/7:9/7to10/7:10/7to10/8:10/8to10/9:10/9to10/10:10/10to10/11:10/11to10/12:10/12to11/12:11/12to12/12:12/12to12/11:,16,False,True
919,car,18,99,81,4/8to4/9,5/13to6/13,4/8to4/9:4/9to4/10:4/10to4/11:4/11to4/12:4/12to4/13:4/13to5/13:5/13to6/13:,7,False,True
10,car,18,399,381,left15to0/15,15/0tobottom15,left15to0/15:0/15to0/14:0/14to0/13:0/13to0/12:0/12to0/11:0/11to0/10:0/10to0/9:0/9to0/8:0/8to0/7:0/7to0/6:0/6to0/5:0/5to0/4:0/4to0/3:0/3to0/2:0/2to1/2:1/2to2/2:2/2to3/2:3/2to4/2:4/2to5/2:5/2to6/2:6/2to7/2:7/2to8/2:8/2to9/2:9/2to10/2:10/2to10/1:10/1to11/1:11/1to11/0:11/0to12/0:12/0to13/0:13/0to14/0:14/0to15/0:15/0tobottom15:,32,True,True
75,car,18,420,402,left15to0/15,15/0tobottom15,left15to0/15:0/15to0/14:0/14to0/13:0/13to0/12:0/12to0/11:0/11to0/10:0/10to0/9:0/9to0/8:0/8to0/7:0/7to0/6:0/6to0/5:0/5to0/4:0/4to0/3:0/3to0/2:0/2to1/2:1/2to2/2:2/2to3/2:3/2to4/2:4/2to5/2:5/2to6/2:6/2to7/2:7/2to8/2:8/2to9/2:9/2to10/2:10/2to10/1:10/1to11/1:11/1to11/0:11/0to12/0:12/0to13/0:13/0to14/0:14/0to15/0:15/0tobottom15:,32,True,True
838,car,18,119,101,9/11to10/11,13/14to14/14,9/11to10/11:10/11to10/12:10/12to11/12:11/12to12/12:12/12to12/13:12/13to12/14:12/14to13/14:13/14to14/14:,8,True,True
2164,car,19,190,171,12/10to11/10,3/8to4/8,12/10to11/10:11/10to11/9:11/9to10/9:10/9to9/9:9/9to8/9:8/9to7/9:7/9to6/9:6/9to5/9:5/9to4/9:4/9to3/9:3/9to3/8:3/8to4/8:,12,True,True
3197,car,19,76,57,7/9to6/9,6/12to7/12,7/9to6/9:6/9to6/10:6/10to6/11:6/11to6/12:6/12to7/12:,5,False,True
2563,car,19,249,230,top8to8/15,1/4to1/3,top8to8/15:8/15to7/15:7/15to6/15:6/15to5/15:5/15to4/15:4/15to3/15:3/15to2/15:2/15to1/15:1/15to1/14:1/14to1/13:1/13to1/12:1/12to1/11:1/11to1/10:1/10to1/9:1/9to1/8:1/8to1/7:1/7to1/6:1/6to1/5:1/5to1/4:1/4to1/3:,20,False,True
3245,motorcycle,20,128,108,4/6to5/6,12/6to12/5,4/6to5/6:5/6to6/6:6/6to7/6:7/6to8/6:8/6to9/6:9/6to10/6:10/6to11/6:11/6to12/6:12/6to12/5:,9,True,True
2471,car,20,124,104,3/15to3/14,9/14to10/14,3/15to3/14:3/14to4/14:4/14to5/14:5/14to6/14:6/14to7/14:7/14to8/14:8/14to9/14:9/14to10/14:,8,False,True
767,car,20,308,288,5/0to5/1,13/14to13/15,5/0to5/1:5/1to6/1:6/1to7/1:7/1to8/1:8/1to9/1:9/1to10/1:10/1to10/2:10/2to10/3:10/3to10/4:10/4to10/5:10/5to10/6:10/6to10/7:10/7to10/8:10/8to10/9:10/9to10/10:10/10to10/11:10/11to10/12:10/12to10/13:10/13to10/14:10/14to11/14:11/14to12/14:12/14to13/14:13/14to13/15:,23,False,True
2916,motorcycle,20,322,302,14/14to14/13,2/2to2/1,14/14to14/13:14/13to13/13:13/13to12/13:12/13to12/12:12/12to11/12:11/12to10/12:10/12to9/12:9/12to8/12:8/12to7/12:7/12to6/12:6/12to5/12:5/12to4/12:4/12to3/12:3/12to2/12:2/12to2/11:2/11to2/10:2/10to2/9:2/9to2/8:2/8to2/7:2/7to2/6:2/6to2/5:2/5to2/4:2/4to2/3:2/3to2/2:2/2to2/1:,25,True,True
1130,motorcycle,21,45,24,6/8to7/8,7/8to7/9,6/8to7/8:7/8to7/9:,2,False,True
2669,car,21,202,181,13/11to12/11,4/7to3/7,13/11to12/11:12/11to11/11:11/11to10/11:10/11to9/11:9/11to8/11:8/11to7/11:7/11to6/11:6/11to5/11:5/11to4/11:4/11to4/10:4/10to4/9:4/9to4/8:4/8to4/7:4/7to3/7:,14,False,True
2137,car,21,140,119,12/2to11/2,6/4to5/4,12/2to11/2:11/2to10/2:10/2to9/2:9/2to8/2:8/2to7/2:7/2to6/2:6/2to6/3:6/3to6/4:6/4to5/4:,9,True,True
3163,car,22,156,134,3/5to3/6,9/8to9/9,3/5to3/6:3/6to3/7:3/7to3/8:3/8to4/8:4/8to5/8:5/8to6/8:6/8to7/8:7/8to8/8:8/8to9/8:9/8to9/9:,10,False,True
119,car,22,420,398,left0to0/0,15/15totop15,left0to0/0:0/0to1/0:1/0to2/0:2/0to3/0:3/0to4/0:4/0to5/0:5/0to6/0:6/0to7/0:7/0to8/0:8/0to9/0:9/0to10/0:10/0to10/1:10/1to10/2:10/2to10/3:10/3to10/4:10/4to10/5:10/5to10/6:10/6to10/7:10/7to10/8:10/8to10/9:10/9to10/10:10/10to10/11:10/11to10/12:10/12to10/13:10/13to10/14:10/14to10/15:10/15to11/15:11/15to12/15:12/15to13/15:13/15to14/15:14/15to15/15:15/15totop15:,32,False,True
320,car,23,405,382,right0to15/0,0/15totop0,right0to15/0:15/0to14/0:14/0to13/0:13/0to12/0:12/0to11/0:11/0to11/1:11/1to10/1:10/1to9/1:9/1to8/1:8/1to7/1:7/1to6/1:6/1to5/1:5/1to4/1:4/1to3/1:3/1to2/1:2/1to1/1:1/1to0/1:0/1to0/2:0/2to0/3:0/3to0/4:0/4to0/5:0/5to0/6:0/6to0/7:0/7to0/8:0/8to0/9:0/9to0/10:0/10to0/11:0/11to0/12:0/12to0/13:0/13to0/14:0/14to0/15:0/15totop0:,32,True,True
666,car,23,226,203,2/9to3/9,12/10to13/10,2/9to3/9:3/9to4/9:4/9to5/9:5/9to6/9:6/9to7/9:7/9to8/9:8/9to9/9:9/9to10/9:10/9to10/10:10/10to11/10:11/10to12/10:12/10to13/10:,12,False,True
1188,car,23,151,128,10/0to9/0,1/0to1/1,10/0to9/0:9/0to8/0:8/0to7/0:7/0to6/0:6/0to5/0:5/0to4/0:4/0to3/0:3/0to2/0:2/0to1/0:1/0to1/1:,10,False,True
1723,car,24,106,82,10/10to9/10,9/5to9/4,10/10to9/10:9/10to9/9:9/9to9/8:9/8to9/7:9/7to9/6:9/6to9/5:9/5to9/4:,7,False,True
1478,car,24,302,278,12/5to12/4,2/13to1/13,12/5to12/4:12/4to11/4:11/4to10/4:10/4to9/4:9/4to8/4:8/4to7/4:7/4to6/4:6/4to5/4:5/4to4/4:4/4to3/4:3/4to2/4:2/4to2/5:2/5to2/6:2/6to2/7:2/7to2/8:2/8to2/9:2/9to2/10:2/10to2/11:2/11to2/12:2/12to2/13:2/13to1/13:,21,False,True
512,car,24,251,227,11/13to10/13,1/7to1/6,11/13to10/13:10/13to9/13:9/13to8/13:8/13to7/13:7/13to6/13:6/13to5/13:5/13to4/13:4/13to3/13:3/13to2/13:2/13to1/13:1/13to1/12:1/12to1/11:1/11to1/10:1/10to1/9:1/9to1/8:1/8to1/7:1/7to1/6:,17,True,True
1783,car,24,160,136,6/5to6/6,12/3to13/3,6/5to6/6:6/6to7/6:7/6to8/6:8/6to9/6:9/6to10/6:10/6to10/5:10/5to10/4:10/4to10/3:10/3to11/3:11/3to12/3:12/3to13/3:,11,False,True
649,car,24,132,108,8/0to9/0,9/7to8/7,8/0to9/0:9/0to9/1:9/1to9/2:9/2to9/3:9/3to9/4:9/4to9/5:9/5to9/6:9/6to9/7:9/7to8/7:,9,False,True
2036,car,25,105,80,9/1to10/1,11/4to12/4,9/1to10/1:10/1to10/2:10/2to11/2:11/2to11/3:11/3to11/4:11/4to12/4:,6,True,True
2917,car,25,103,78,5/11to5/12,1/12to0/12,5/11to5/12:5/12to4/12:4/12to3/12:3/12to2/12:2/12to1/12:1/12to0/12:,6,True,True
2911,motorcycle,26,58,32,1/14to1/13,0/13to0/14,1/14to1/13:1/13to0/13:0/13to0/14:,3,True,True
2925,car,26,188,162,10/1to10/2,9/13to8/13,10/1to10/2:10/2to10/3:10/3to9/3:9/3to9/4:9/4to9/5:9/5to9/6:9/6to9/7:9/7to9/8:9/8to9/9:9/9to9/10:9/10to9/11:9/11to9/12:9/12to9/13:9/13to8/13:,14,True,True
1255,motorcycle,26,121,95,9/10to8/10,6/14to6/15,9/10to8/10:8/10to7/10:7/10to6/10:6/10to6/11:6/11to6/12:6/12to6/13:6/13to6/14:6/14to6/15:,8,True,True
2070,car,26,259,233,15/14to15/13,2/11to2/10,15/14to15/13:15/13to14/13:14/13to13/13:13/13to12/13:12/13to12/12:12/12to11/12:11/12to10/12:10/12to9/12:9/12to8/12:8/12to7/12:7/12to6/12:6/12to5/12:5/12to4/12:4/12to3/12:3/12to2/12:2/12to2/11:2/11to2/10:,17,True,True
1613,motorcycle,28,169,141,15/3to15/2,6/3to7/3,15/3to15/2:15/2to14/2:14/2to13/2:13/2to12/2:12/2to11/2:11/2to10/2:10/2to9/2:9/2to8/2:8/2to7/2:7/2to6/2:6/2to6/3:6/3to7/3:,12,True,True
1352,car,28,150,122,0/1to1/1,4/6to4/5,0/1to1/1:1/1to1/2:1/2to1/3:1/3to1/4:1/4to1/5:1/5to1/6:1/6to2/6:2/6to3/6:3/6to4/6:4/6to4/5:,10,True,True
3354,car,30,170,140,3/13to2/13,4/5to4/4,3/13to2/13:2/13to2/12:2/12to2/11:2/11to2/10:2/10to2/9:2/9to2/8:2/8to2/7:2/7to2/6:2/6to2/5:2/5to3/5:3/5to4/5:4/5to4/4:,12,True,True
87,motorcycle,30,429,399,left15to0/15,15/0tobottom15,left15to0/15:0/15to0/14:0/14to0/13:0/13to0/12:0/12to0/11:0/11to0/10:0/10to0/9:0/9to0/8:0/8to0/7:0/7to0/6:0/6to0/5:0/5to0/4:0/4to0/3:0/3to0/2:0/2to1/2:1/2to2/2:2/2to3/2:3/2to4/2:4/2to5/2:5/2to6/2:6/2to7/2:7/2to8/2:8/2to9/2:9/2to10/2:10/2to10/1:10/1to11/1:11/1to11/0:11/0to12/0:12/0to13/0:13/0to14/0:14/0to15/0:15/0tobottom15:,32,True,True
2613,car,30,158,128,4/10to3/10,2/2to1/2,4/10to3/10:3/10to2/10:2/10to2/9:2/9to2/8:2/8to2/7:2/7to2/6:2/6to2/5:2/5to2/4:2/4to2/3:2/3to2/2:2/2to1/2:,11,False,True
2537,car,30,352,322,left6to0/6,15/15to15/14,left6to0/6:0/6to0/7:0/7to0/8:0/8to0/9:0/9to0/10:0/10to0/11:0/11to0/12:0/12to0/13:0/13to0/14:0/14to1/14:1/14to2/14:2/14to3/14:3/14to4/14:4/14to5/14:5/14to6/14:6/14to7/14:7/14to8/14:8/14to9/14:9/14to10/14:10/14to10/15:10/15to11/15:11/15to12/15:12/15to13/15:13/15to14/15:14/15to15/15:15/15to15/14:,26,True,True
264,car,31,404,373,right15to15/15,0/0tobottom0,right15to15/15:15/15to14/15:14/15to13/15:13/15to12/15:12/15to11/15:11/15to11/14:11/14to10/14:10/14to9/14:9/14to8/14:8/14to7/14:7/14to6/14:6/14to5/14:5/14to4/14:4/14to3/14:3/14to2/14:2/14to1/14:1/14to0/14:0/14to0/13:0/13to0/12:0/12to0/11:0/11to0/10:0/10to0/9:0/9to0/8:0/8to0/7:0/7to0/6:0/6to0/5:0/5to0/4:0/4to0/3:0/3to0/2:0/2to0/1:0/1to0/0:0/0tobottom0:,32,True,True
2008,car,31,178,147,4/11to3/11,3/0to2/0,4/11to3/11:3/11to3/10:3/10to3/9:3/9to3/8:3/8to3/7:3/7to3/6:3/6to3/5:3/5to3/4:3/4to3/3:3/3to3/2:3/2to3/1:3/1to3/0:3/0to2/0:,13,True,True
